	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	download_url	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
738	10.1002/hbm.23216		2016-05-29T17:39:51.018076Z	David V. Smith, Mouad Gseir, Megan E. Speer and Mauricio R. Delgado					Much of the work in cognitive neuroscience is shifting from a focus on single brain regions to a focus on the connectivity between multiple brain regions. These inter-regional connectivity patterns contribute to a wide range of behaviors and are studied with models of functional integration. The rapid expansion of the literature on functional integration offers an opportunity to scrutinize the consistency and specificity of one of the most popular approaches for quantifying connectivity: psychophysiological interaction (PPI) analysis. We performed coordinate-based meta-analyses on 284 PPI studies, which allowed us to test (a) whether those studies consistently converge on similar target regions and (b) whether the identified target regions are specific to the chosen seed region and psychological context. Our analyses revealed two key results. First, we found that different types of PPI studies -- e.g., those using seeds such as amygdala and dorsolateral prefrontal cortex (DLPFC) and contexts such as emotion and cognitive control, respectively -- each consistently converge on similar target regions, thus supporting the reliability of PPI as a tool for studying functional integration. Second, we also found target regions that were specific to the chosen seed region and psychological context, indicating distinct patterns of brain connectivity. For example, the DLPFC seed reliably contributed to a posterior cingulate cortex target during cognitive control but contributed to an amygdala target in other contexts. Our results point to the robustness of PPI while highlighting common and distinct patterns of functional integration, potentially advancing models of brain connectivity. Hum Brain Mapp, 2016. © 2016 Wiley Periodicals, Inc.	2016-05-29T17:39:51.017629Z	http://neurovault.org/collections/1406/download																				1406								Human Brain Mapping					2016-06-26T17:14:30.104086Z					Toward a cumulative science of functional integration: A meta-analysis of psychophysiological interactions			25									1089	david.v.smith	http://doi.wiley.com/10.1002/hbm.23216																							http://neurovault.org/collections/1406/												
747	10.1002/hbm.23255		2016-05-20T08:44:20.024449Z	Charlotte E. Hartwright, Robert M. Hardwick, Ian A. Apperly and Peter C. Hansen					When required to represent a perspective that conflicts with one's own, functional magnetic resonance imaging (fMRI) suggests that the right ventrolateral prefrontal cortex (rvlPFC) supports the inhibition of that conflicting self-perspective. The present task dissociated inhibition of self-perspective from other executive control processes by contrasting belief reasoning—a cognitive state where the presence of conflicting perspectives was manipulated—with a conative desire state wherein no systematic conflict existed. Linear modeling was used to examine the effect of continuous theta burst stimulation (cTBS) to rvlPFC on participants’ reaction times in belief and desire reasoning. It was anticipated that cTBS applied to rvlPFC would affect belief but not desire reasoning, by modulating activity in the Ventral Attention System (VAS). We further anticipated that this effect would be mediated by functional connectivity within this network, which was identified using resting state fMRI and an unbiased model-free approach. Simple reaction-time analysis failed to detect an effect of cTBS. However, by additionally modeling individual measures from within the stimulated network, the hypothesized effect of cTBS to belief (but, importantly, not desire) reasoning was demonstrated. Structural morphology within the stimulated region, rvlPFC, and right temporoparietal junction were demonstrated to underlie this effect. These data provide evidence that inconsistencies found with cTBS can be mediated by the composition of the functional network that is being stimulated. We suggest that the common claim that this network constitutes the VAS explains the effect of cTBS to this network on false belief reasoning.	2016-05-20T08:44:20.024012Z	http://neurovault.org/collections/1387/download																				1387								Human Brain Mapping					2016-05-20T08:47:44.755757Z					Resting state morphology predicts the effect of theta burst stimulation in false belief reasoning			1									1071	cehartwright	http://doi.wiley.com/10.1002/hbm.23255																							http://neurovault.org/collections/1387/												
750	10.1016/j.neuroimage.2016.11.009	AC-PC	2016-10-07T10:34:34.987624Z	Jakub. Limanowski, Evgeniya Kirilina and Felix Blankenburg					SPMs related to the results are provided in three forms: (i) thresholded applying cluster-level FDR correction to account for multiple comparisons, as in the article, (ii) applying a voxel-wise threshold of p < 0.001, and (iii) unthresholded.	2016-11-17T06:05:31.613234Z	http://neurovault.org/collections/1904/download	30.0		3.0	70.0				False			randommixedeffects		ANOVA				right			1904						GLM		NeuroImage		420.0		64.0	2016-11-22T10:30:46.273689Z					Neuronal correlates of continuous manual tracking under varying visual movement feedback in a virtual reality environment			19	4.0					interleaved			1323	JLimanowski	http://linkinghub.elsevier.com/retrieve/pii/S1053811916306243		0.69	Gradient EPI		2000.0	2.0	Siemens	Tim Trio	0.6	3.0		8.0		SPM	8	37.0	27.0	21.0				other	http://neurovault.org/collections/1904/		False	True		True	True	True	False		True	True	
753	10.1162/jocn_a_00520		2016-05-17T15:03:56.530872Z	Charlotte E. Hartwright, Ian A. Apperly and Peter C. Hansen					The medial pFC (mPFC) is frequently reported to play a central role in Theory of Mind (ToM). However, the contribution of this large cortical region in ToM is not well understood. Combining a novel behavioral task with fMRI, we sought to demonstrate functional divisions between dorsal and rostral mPFC. All conditions of the task required the representation of mental states (beliefs and desires). The level of demands on cognitive control (high vs. low) and the nature of the demands on reasoning (deductive vs. abductive) were varied orthogonally between conditions. Activation in dorsal mPFC was modulated by the need for control, whereas rostral mPFC was modulated by reasoning demands. These findings fit with previously suggested domain-general functions for different parts of mPFC and suggest that these functions are recruited selectively in the service of ToM. 	2016-05-17T15:03:56.530464Z	http://neurovault.org/collections/1379/download																				1379								Journal of Cognitive Neuroscience					2016-05-17T15:32:42.836272Z					Representation, Control, or Reasoning? Distinct Functions for Theory of Mind within the Medial Prefrontal Cortex			11									1071	cehartwright	http://www.mitpressjournals.org/doi/abs/10.1162/jocn_a_00520																							http://neurovault.org/collections/1379/												
756	10.1093/cercor/bhw157		2016-08-10T05:29:01.926240Z	Lingzhong Fan, Hai Li, Junjie Zhuo, Yu Zhang, Jiaojian Wang, Liangfu Chen, Zhengyi Yang, Congying Chu, Sangma Xie, Angela R. Laird, Peter T. Fox, Simon B. Eickhoff, Chunshui Yu and Tianzi Jiang					The human brain atlases that allow correlating brain anatomy with psychological and cognitive functions are in transition from ex vivo histology-based printed atlases to digital brain maps providing multimodal in vivo information. Many current human brain atlases cover only specific structures, lack fine-grained parcellations, and fail to provide functionally important connectivity information. Using noninvasive multimodal neuroimaging techniques, we designed a connectivity-based parcellation framework that identifies the subdivisions of the entire human brain, revealing the in vivo connectivity architecture. The resulting human Brainnetome Atlas, with 210 cortical and 36 subcortical subregions, provides a fine-grained, cross-validated atlas and contains information on both anatomical and functional connections. Additionally, we further mapped the delineated structures to mental processes by reference to the BrainMap database. It thus provides an objective and stable starting point from which to explore the complex relationships between structure, connectivity, and function, and eventually improves understanding of how the human brain works. The human Brainnetome Atlas will be made freely available for download at http://atlas.brainnetome.org, so that whole brain parcellations, connections, and functional data will be readily available for researchers to use in their investigations into healthy and pathological states.	2016-08-10T05:29:01.925695Z	http://neurovault.org/collections/1625/download					http://atlas.brainnetome.org															1625								Cerebral Cortex					2016-08-10T05:43:48.352621Z					The Human Brainnetome Atlas: A New Brain Atlas Based on Connectional Architecture			9									194	lingzhong	http://www.cercor.oxfordjournals.org/lookup/doi/10.1093/cercor/bhw157																							http://neurovault.org/collections/1625/												
764	10.1073/pnas.1602641113	Oblique  axial	2016-06-24T02:10:01.343063Z	Tatsuya Kameda, Keigo Inukai, Satomi Higuchi, Akitoshi Ogawa, Hackjin Kim, Tetsuya Matsuda and Masamichi Sakagami	AR(1)			mni	Distributive justice concerns the moral principle by which we seek to allocate resources fairly among diverse members of a society. Although the concept of fair allocation is one of the fundamental building blocks for societies, there is no clear consensus on how to achieve “socially just” allocations. Here we examine neuro-cognitive commonality of distributive judgments and risky decisions. We explore the hypothesis that people’s allocation decisions for others are closely related to economic decisions for self at behavioral, cognitive and neural levels, via a concern about the minimum, worst-off position. In a series of experiments using attention-monitoring and brain-imaging techniques, we investigated this “maximin” concern (maximizing the minimum possible payoff) via responses in two seemingly disparate tasks: third-party distribution of rewards for others, and choosing gambles for self. The experiments revealed three robust results: (1) participants’ distributive choices closely matched their risk preferences — “Rawlsians” who maximized the worst-off position in distributions for others avoided riskier gambles for themselves, while “utilitarians” who favored the largest-total distributions preferred riskier but more profitable gambles; (2) across individual choice-preferences, however, participants generally showed the greatest spontaneous attention to information about the worst possible outcomes in both tasks; and (3) such robust concerns about the minimum outcomes were correlated with activation of the right temporo-parietal junction (RTPJ), the region associated with perspective-taking. The results provide convergent evidence that social distribution for others is psychologically linked to risky decision-making for self, drawing on common cognitive-neural processes with spontaneous perspective-taking of the worst-off position.	2016-10-04T03:47:01.183587Z	http://neurovault.org/collections/1478/download	25.0	192.0	3.0	90.0		True												Canonical HRF	128 s	1478			SPM8	nonlinear			SPM	Proceedings of the National Academy of Sciences			variable	64.0	2016-10-04T03:47:20.352832Z			The first image of first session	SPM	Rawlsian maximin rule operates as a common cognitive anchor in distributive justice and risky decisions	VBM		4						interleaved	 Realign, slice timing correction, segmentation, normalization, and smoothing.		1137	pd.kamelab	http://www.pnas.org/lookup/doi/10.1073/pnas.1602641113	GRAPPA, 2		GRE EPI		2500.0	1.5	Siemens	Trio	0.0	3.0	SPM	6.0	Gaussian	SPM	8							hybridblockevent	http://neurovault.org/collections/1478/	False	False	True	True	True	False		False	False	True	True	False
766	10.1016/j.neuroimage.2016.09.059		2016-07-19T22:31:10.560635Z	Akram Bakkour, Jarrod A. Lewis-Peacock, Russell A. Poldrack and Tom Schonberg					The maps in this collection were used to generate figures 6, 7 and 8 in a manuscript submitted to Neuroimage by Bakkour A, Lewis-Peacock J, Poldrack, RA and Schonberg, T.	2016-09-27T06:08:00.815900Z	http://neurovault.org/collections/1546/download																				1546								NeuroImage					2016-09-27T06:08:05.679722Z					Neural mechanisms of cue-approach training			3									883	abakkour	http://linkinghub.elsevier.com/retrieve/pii/S1053811916305365																							http://neurovault.org/collections/1546/												
772	10.1016/j.neuroimage.2010.02.082		2016-05-14T04:13:45.046483Z	Pierre Bellec, Pedro Rosa-Neto, Oliver C. Lyttelton, Habib Benali and Alan C. Evans					Also known as BASC.	2016-05-14T04:16:37.644465Z	http://neurovault.org/collections/1370/download					https://figshare.com/articles/basc/1285615															1370								NeuroImage					2016-07-30T01:55:06.573607Z					Multi-level bootstrap analysis of stable clusters in resting-state fMRI			18									1	ChrisFiloGorgolewski	http://linkinghub.elsevier.com/retrieve/pii/S1053811910002697																							http://neurovault.org/collections/1370/												
773	10.1523/JNEUROSCI.2815-16.2016	axial at +15 degree tilt to ACPC	2016-10-25T14:09:49.883229Z	S. U. Maier and T. A. Hare	none			mni	2nd level correlations with individual heart rate variability (HRV)	2016-12-12T11:04:53.307290Z	http://neurovault.org/collections/1944/download	30.0		3.0	77.0		True		False		FSL Randomise package, Threshold Free Cluster Enhancement			Correlation	FSL	False		right			1944	inclusion: must like and regularly consume snack foods, but follow a healthy lifestyle; exclusion: any allergy, food intolerance, eating disorder, history of psychiatric disorder, medication			linear	OLS	GLM	SPM 8	Journal of Neuroscience			3 seconds, plus 2-6 seconds jittered ITI		2016-12-12T11:09:24.389343Z				SPM 8	Higher heart rate variability is associated with vmPFC activity and increased resistance to temptation in dietary self-control challenges		70.0	2	3.0	0.0		True		ascending	Data were realigned, unwarped, segmented according to T1 structural image and normalized to individual mean EPI before smoothing; also used RETROICOR 		1349	silvia.maier	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.2815-16.2016	SENSE factor 2		T2* EPI 		2460.0		Philips	Achieva	0.6	3.1		4.0	isometric Gaussian kernel	SPM 8	Rev. Nr. 5236	27.0	21.2	18.0				eventrelated	http://neurovault.org/collections/1944/		False	False	True	True	True		True	False	False	True	False
785	10.1073/pnas.1608282113		2016-07-31T02:37:27.597979Z	Daniel S. Margulies, Satrajit S. Ghosh, Alexandros Goulas, Marcel Falkiewicz, Julia M. Huntenburg, Georg Langs, Gleb Bezgin, Simon B. Eickhoff, F. Xavier Castellanos, Michael Petrides, Elizabeth Jefferies and Jonathan Smallwood						2016-10-25T14:52:58.001962Z	http://neurovault.org/collections/1598/download					http://github.com/NeuroanatomyAndConnectivity/gradient_analysis/															1598								Proceedings of the National Academy of Sciences					2016-10-25T16:34:41.780156Z					Situating the default-mode network along a principal gradient of macroscale cortical organization			10									2	DanielMargulies	http://www.pnas.org/lookup/doi/10.1073/pnas.1608282113																							http://neurovault.org/collections/1598/												
796	10.1038/srep27741		2015-10-20T20:38:40.182571Z	Iiro P. Jääskeläinen, Juha Pajula, Jussi Tohka, Hsin-Ju Lee, Wen-Jui Kuo and Fa-Hsuan Lin			jussi.tohka		20 healthy volunteers (age range: 20–25, 7 females, normal or corrected to normal vision) participated in the main experiment that consisted of fMRI scanning session and behavioral self-ratings. Two subjects were excluded from fMRI data analysis due to technical problems with their fMRI data. The subjects were presented with three short silent movie clips twice, in an order that was randomized across subjects, during 3T (Tim Trio, Siemens, Erlangen, Germany) fMRI with a 32-channel head coil. (Echo-planar imaging (EPI); TR/TE = 2000/30 ms, field-of-view = 220 × 220 mm, matrix = 64 × 64, in-plane 3.4 × 3.4 mm, slice thickness = 3.4 mm, flip angle = 90°). Thirty-three axial slices were acquired to cover the whole brain. The movie clips were taken from comedy-genre movies “The Circus” and “City Lights”, directed by Charles Chaplin and produced by Charles Chaplin Productions in 1928 and 1931, respectively.  The subjects were re-shown, immediately after the fMRI session, and without advance warning, the three silent comedy clips on a PC screen and were asked to recall and rate, on a Likert scale running from 1 to 10, once every 15 seconds, the degree of humorousness that they had experienced due to the humorous events depicted in the movies	2016-06-26T16:51:29.257143Z	http://neurovault.org/collections/904/download																				904								Scientific Reports					2016-11-02T07:35:08.020728Z					Brain hemodynamic activity during viewing and re-viewing of comedy movies explained by experienced humor			12									474	pajula	http://www.nature.com/articles/srep27741																							http://neurovault.org/collections/904/												
798	10.1016/j.neuroimage.2016.10.041		2016-09-15T08:29:38.806282Z	Johannes Golchert, Jonathan Smallwood, Elizabeth Jefferies, Franziskus Liem, Julia M. Huntenburg, Marcel Falkiewicz, Mark E. Lauckner, Sabine Oligschläger, Arno Villringer and Daniel S. Margulies						2016-11-01T14:45:29.726382Z	http://neurovault.org/collections/1848/download																				1848								NeuroImage					2016-11-01T17:55:50.773273Z					In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind			55									436	johannes.golchert	http://linkinghub.elsevier.com/retrieve/pii/S1053811916305973																							http://neurovault.org/collections/1848/												
800	10.3389/fnhum.2016.00610		2016-07-07T21:34:47.166434Z	David A. Raichlen, Pradyumna K. Bharadwaj, Megan C. Fitzhugh, Kari A. Haws, Gabrielle-Ann Torre, Theodore P. Trouard and Gene E. Alexander					We compared resting-state functional connectivity in a sample of adult male collegiate distance runners (n=11; age=21.3±2.5) and a group of healthy age-matched non-athlete male controls (n=11; age=20.6±1.1), to test the hypothesis that expertise in sustained aerobic motor behaviors affects resting state functional connectivity in young adults. We examined connectivity in three resting-state networks that link such executive functions with motor control: the Default Mode Network (DMN), the Fronto-Parietal Network (FPN), and the Motor Network (MN). We found two key patterns of significant between-group differences in connectivity that are consistent with the hypothesized cognitive demands of elite endurance running. First, enhanced connectivity between the FPN and brain regions often associated with working memory (left and right frontal cortex), suggest endurance running may stress executive functions in ways that increase connectivity in associated networks. Second, we found significant anti-correlations between the DMN and regions associated with motor control (right precentral area), somatosensory needs (right postcentral region), and visual association (occipital cortex).	2016-12-06T16:30:46.875412Z	http://neurovault.org/collections/1508/download	30.0	256.0	3.0	90.0				True	Young adult endurance athletes and age matched healthy non-athlete controls				2 sample T-test				both			1508								Frontiers in Human Neuroscience				64.0	2016-12-06T16:31:45.691806Z					Differences in Resting State Functional Connectivity between Young Adult Endurance Athletes and Healthy Controls			11						ascending	interframe motion correction & unwarping, slice-timing correction, coregistration, structural segmentation and normalization, functional normalization, motion outlier detection, functional smoothing		1156	DavidRaichlen	http://journal.frontiersin.org/article/10.3389/fnhum.2016.00610/full		1.0	gradient-echo planar imaging		2400.0		G.E.	Signa		3.8				CONN & SPM12	15.a	25.0	21.09	18.0				other	http://neurovault.org/collections/1508/												
814	10.1371/journal.pbio.1002180		2015-04-08T00:59:58.169157Z	Luke J. Chang, Peter J. Gianaros, Stephen B. Manuck, Anjali Krishnan, Tor D. Wager and Ralph Adolphs	none		burnash	mni	"This dataset contains single trial responses to 30 images from the International Affective Picture Set from 182 subjects.  These data were used to train the Picture Induced Negative Emotion Signature described in Chang et al., 2015 (http://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002180).  The details of the experiment can be seen in Gianaros et al., 2014 (doi: 10.1016/j.biopsych.2013.10.012)

Negative photographs (Pictures: 2053, 3051, 3102, 3120, 3350, 3500, 35550, 6831, 9040, 9050, 9252, 9300, 9400, 9810, 9921) depicted bodily illness and injury (10 photographs), acts of aggression (2 photographs), members of hate groups (1 photograph), transportation accidents (1 photograph) and human waste (1 photograph). Neutral photographs (Pictures: 5720, 5800, 7000, 7006, 7010, 7040, 7060, 7090, 7100, 7150, 7217, 7490, 7500, 9210) depicted inanimate objects (10 photographs) or neutral scenes (5 photographs)."	2015-04-08T00:59:58.169157Z	http://neurovault.org/collections/503/download	29.0	200.0	3.0	90.0		True		False										double gamma	180 seconds	503			SPM8	nonlinear	OLS	regression	SPM8	PLOS Biology			7	64.0	2016-11-07T08:36:48.409128Z					A Sensitive and Specific Neural Signature for Picture-Induced Negative Affect			5067		1.0							28	LukeChang	http://dx.plos.org/10.1371/journal.pbio.1002180		0.48	EPI		2000.0	2.0	Siemens	Trio TIM	0.0	3.0		6.0	gaussian	SPM	8		42.77					eventrelated	http://neurovault.org/collections/503/		False	True	True	True	True		False	False	True	True	False
819	10.1177/0956797616645673		2016-01-03T20:11:40.599466Z	L. E. Sherman, A. A. Payton, L. M. Hernandez, P. M. Greenfield and M. Dapretto					"Thresholded and unthresholded contrasts from analyses described in the paper, 
Sherman, L.E., Payton, A.A., Hernandez, L.M., Greenfield, P.M., & Dapretto, M. (in press). The power of the “like” in adolescence: Effects of peer influence on neural and behavioral responses to social media. Psychological Science.

All thresholded images are shown with a Z > 2.3, cluster corrected for multiple comparisons at p < .05. Contrasts were pre-thresholded using a binary mask consisting of all regions exhibiting greater activation for any type of photograph > fixation in order to restrict whole-brain findings to regions of significant task-related activity (Mask included in this collection)
Images without this suffix are unthresholded cope images.

Questions or comments: lauren dot sherman at temple dot edu"	2016-06-02T03:48:29.469722Z	http://neurovault.org/collections/1066/download			3.0																	1066								Psychological Science					2016-09-12T19:55:04.942065Z					The Power of the Like in Adolescence: Effects of Peer Influence on Neural and Behavioral Responses to Social Media			13									867	laurensherm	http://pss.sagepub.com/lookup/doi/10.1177/0956797616645673							Siemens	Trio															http://neurovault.org/collections/1066/												
820	10.1098/rsta.2015.0190		2016-05-19T08:44:52.616118Z	Guo-Rong Wu and Daniele Marinazzo			Guo-Rong.Wu		"We have developed a tool to retrieve the hemodynamic response function from resting state fMRI data (rs-HRF). The procedure, based on point process, is described here http://www.ncbi.nlm.nih.gov/pubmed/23422254 and partially validated here https://peerj.com/preprints/1317/.

In this collection we report the relevantr rs-HRF parameters (height, time to peak and width) as well as the bias on their estimation introduced by several strategies of physiological noise correction, for three datasets: the 7T TRT by Gorgolewski et al. (http://fcon_1000.projects.nitrc.org/indi/CoRR/html/mpg_1.html) and the NKI-Rockland for TR=0.645 s and TR=2.5s (http://fcon_1000.projects.nitrc.org/indi/pro/nki.html)"	2016-05-19T08:44:52.615612Z	http://neurovault.org/collections/1385/download								False		generalized least squares	randommixedeffects		regression		True	ANCOVA, age, gender and mean framewise displacement		Smoothed Finite Impulse Response (sFIR)		1385					generalized least squares	regression	SPM	Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences					2016-09-14T01:28:43.196309Z					Sensitivity of the resting-state haemodynamic response function estimation to autonomic nervous system fluctuations			24							Different orders of preprocessing, to evaluate the differences. See description in the paper https://biblio.ugent.be/publication/7174286		613	daniele.marinazzo	http://rsta.royalsocietypublishing.org/lookup/doi/10.1098/rsta.2015.0190														SPM, AFNI, PhysIO, RETROICOR, HRVAS								other	http://neurovault.org/collections/1385/						True		False	False	True		
821	10.1016/j.neuron.2016.09.018		2016-10-24T02:22:26.368145Z	James M. Shine, Patrick G. Bissett, Peter T. Bell, Oluwasanmi Koyejo, Joshua H. Balsters, Krzysztof J. Gorgolewski, Craig A. Moodie and Russell A. Poldrack					Higher brain function relies upon the ability to flexibly integrate information across specialized communities of brain regions, however it is unclear how this mechanism manifests over time. In this study, we use time-resolved network analysis of functional magnetic resonance imaging data to demonstrate that the human brain traverses between two functional states that maximize either segregation into tight-knit communities or integration across otherwise disparate neural regions. The integrated state enables faster and more accurate performance on a cognitive task, and is associated with dilations in pupil diameter, suggesting that ascending neuromodulatory systems may govern the transition between these alternative modes of brain function. Together, our results confirm a direct link between cognitive performance and the dynamic reorganization of the network structure of the brain.	2016-10-24T22:51:26.577950Z	http://neurovault.org/collections/1941/download																				1941								Neuron					2016-10-26T15:39:46.366814Z					The Dynamics of Functional Brain Networks: Integrated Network States during Cognitive Task Performance			6									197	mac.shine	http://linkinghub.elsevier.com/retrieve/pii/S0896627316305773																						other	http://neurovault.org/collections/1941/												
822	10.1038/tp.2016.213		2016-07-21T12:49:26.489885Z	D Yang, K A Pelphrey, D G Sukhodolsky, M J Crowley, E Dayan, N C Dvornek, A Venkataraman, J Duncan, L Staib and P Ventola						2016-11-19T03:59:15.636337Z	http://neurovault.org/collections/1551/download																				1551								Translational Psychiatry					2016-11-20T14:04:43.222968Z					Brain responses to biological motion predict treatment outcome in young children with autism			6									210	daniel.yj.yang	http://www.nature.com/doifinder/10.1038/tp.2016.213																							http://neurovault.org/collections/1551/												
825	10.1093/scan/nsw096		2016-09-19T18:56:45.924246Z	Michael T. Perino, Michelle E. Miernicki and Eva H. Telzer					This study examined the neural regions that were correlated with behavioral disinhibition in a normative adolescent sample, as well as functional connectivity during said disinhibition. It was conducted under the direction of Dr. Eva Telzer and can be found in the following publication (Perino, M. T., Miernicki, M. E., & Telzer, E. H. (2016). Letting the good times roll: adolescence as a period of reduced inhibition to appetitive social cues. Social cognitive and affective neuroscience, nsw096.	2016-09-19T18:56:45.923753Z	http://neurovault.org/collections/1858/download																	both			1858								Social Cognitive and Affective Neuroscience					2016-09-20T06:35:02.371844Z					Letting the good times roll: adolescence as a period of reduced inhibition to appetitive social cues			4									1294	mperino2	http://scan.oxfordjournals.org/lookup/doi/10.1093/scan/nsw096																							http://neurovault.org/collections/1858/						True			False			True
827	10.1162/jocn_a_00916		2016-10-19T17:26:26.189312Z	Todd W. Thompson, Michael L. Waskom and John D. E. Gabrieli					Working memory is central to human cognition, and intensive cognitive training has been shown to expand working memory capacity in a given domain. It remains unknown, however, how the neural systems that support working memory are altered through intensive training to enable the expansion of working memory capacity. We used fMRI to measure plasticity in activations associated with complex working memory before and after 20 days of training. Healthy young adults were randomly assigned to train on either a dual n-back working memory task or a demanding visuospatial attention task. Training resulted in substantial and task-specific expansion of dual n-back abilities accompanied by changes in the relationship between working memory load and activation. Training differentially affected activations in two large-scale frontoparietal networks thought to underlie working memory: the executive control network and the dorsal attention network. Activations in both networks linearly scaled with working memory load before training, but training dissociated the role of the two networks and eliminated this relationship in the executive control network. Load-dependent functional connectivity both within and between these two networks increased following training, and the magnitudes of increased connectivity were positively correlated with improvements in task performance. These results provide insight into the adaptive neural systems that underlie large gains in working memory capacity through training.	2016-10-19T17:26:26.188410Z	http://neurovault.org/collections/1929/download																				1929								Journal of Cognitive Neuroscience					2016-10-19T17:26:26.189355Z					Intensive Working Memory Training Produces Functional Changes in Large-scale Frontoparietal Networks			0									873	michael.l.waskom	http://www.mitpressjournals.org/doi/10.1162/jocn_a_00916																							http://neurovault.org/collections/1929/												
828	10.1016/j.neuron.2016.08.019		2016-11-17T19:23:06.161212Z	Nicolas W. Schuck, Ming Bo Cai, Robert C. Wilson and Yael Niv					"Unthresholded 2nd level group maps of results shown in Figure 3 of the following paper : 

N. W. Schuck, M. Cai, R. C. Wilson, Y. Niv, Human Orbitofrontal Cortex Represents a Cognitive Map of State Space. Neuron. 91, 1402–1412 (2016).

"	2016-11-17T19:23:06.160638Z	http://neurovault.org/collections/1998/download																				1998								Neuron					2016-11-22T02:34:33.099152Z					Human Orbitofrontal Cortex Represents a Cognitive Map of State Space			5									259	nico.schuck	http://linkinghub.elsevier.com/retrieve/pii/S0896627316305116																							http://neurovault.org/collections/1998/												
834	10.1093/scan/nsw161		2016-09-14T21:10:21.663277Z	Robert P. Spunt, Emily Ellsworth and Ralph Adolphs					"Humans cannot help but attribute human emotions to nonhuman animals. While such attributions are often regarded as gratuitous anthropomorphisms and held apart from the attributions humans make about each other’s internal states, they may be the product of a general mechanism for flexibly interpreting adaptive behavior. To examine this, we used functional magnetic resonance imaging (fMRI) in humans to compare the neural mechanisms associated with attributing emotions to humans and nonhuman animal behavior. While undergoing fMRI, participants first passively observed the facial displays of human, nonhuman primate, and domestic dogs, and subsequently judged the acceptability of emotional (e.g., ""annoyed"") and facial descriptions (e.g., ""baring teeth"") for the same images. For all targets, emotion attributions selectively activated regions in prefrontal and anterior temporal cortices associated with causal explanation in prior studies. These regions were similarly activated by both human and nonhuman targets even during the passive observation task; moreover, the degree of neural similarity was dependent on participants’ self-reported beliefs in the mental capacities of nonhuman animals. These results encourage a non-anthropocentric view of emotion understanding, one that treats the idea that animals have emotions as no more gratuitous than the idea that humans other than ourselves do."	2016-11-03T22:12:34.794696Z	http://neurovault.org/collections/1846/download																				1846								Social Cognitive and Affective Neuroscience					2016-11-04T17:34:19.567496Z					The Neural Basis of Understanding the Expression of the Emotions in Man and Animals			12									267	spunt	http://scan.oxfordjournals.org/lookup/doi/10.1093/scan/nsw161																							http://neurovault.org/collections/1846/												
